CODIGO;CUENTA;SALDO ANTERIOR;DEBITO;CREDITO;SALDO FINAL
1;ACTIVOS;28606494396,538;13168185318,320;12382805818,400;29391873896,458
11;EFECTIVO Y EQUIVALENTES AL EFECTIVO;2916390775,315;4127230818,260;3291154556,550;3752467037,025
1110;DEPÓSITOS EN INSTITUCIONES FINANCIERAS;2916390775,315;4127230818,260;3291154556,550;3752467037,025
111005;Cuenta corriente;1167798237,274;2755347152,810;2244783242,330;1678362147,754
111006;Cuenta de ahorro;1740444539,910;1340708998,450;1021539040,220;2059614498,140
111013;Depósitos para fondos de solidaridad y redistribución del ingreso;7895660,140;31174667,000;24832274,000;14238053,140
111090;Otros depósitos en instituciones financieras;252337,990;0,000;0,000;252337,990
13;CUENTAS POR COBRAR;8105463856,334;7084364331,750;6232602098,360;8957226089,724
1305;IMPUESTOS, RETENCIÓN EN LA FUENTE Y ANTICIPOS DE IMPUESTOS;1097186966,114;1152915879,500;1161954113,580;1088148732,034
130507;Impuesto predial unificado;1051833700,414;202123692,500;218166530,580;1035790862,334
130508;Impuesto de industria y comercio;0,000;822151059,000;815312478,000;6838581,000
130519;Impuesto de delineación urbana, estudios y aprobación de planos;0,000;2934379,000;2934379,000;0,000
130521;Impuesto de avisos, tableros y vallas;0,000;17009000,000;16403500,000;605500,000
130533;Impuesto sobre vehículos automotores;0,000;1922060,000;1921860,000;200,000
130535;Sobretasa a la gasolina;0,000;35685000,000;35685000,000;0,000
130545;Impuesto sobre el servicio de alumbrado público;0,000;29451168,000;29451168,000;0,000
130558;Impuesto a publicidad exterior visual;0,000;58520,000;58520,000;0,000
130560;Impuesto de transporte de hidrocarburos;0,000;98366,000;98366,000;0,000
130562;Sobretasa bomberil;45353265,700;41482635,000;41922312,000;44913588,700
1311;CONTRIBUCIONES, TASAS E INGRESOS NO TRIBUTARIOS;10723096,560;184400538,000;100107273,000;95016361,560
131102;Multas;0,000;1080664,000;1080664,000;0,000
131113;Estampillas;0,000;108798175,000;59848152,000;48950023,000
131118;Licencias;0,000;2321783,000;2233567,000;88216,000
131127;Contribuciones;0,000;65837116,000;30902713,000;34934403,000
