CODIGO;CUENTA;SALDO ANTERIOR;DEBITO;CREDITO;SALDO FINAL
1;ACTIVOS;40459689303,000;6588716797,520;3860882239,840;43187523860,680
11;EFECTIVO Y EQUIVALENTES AL EFECTIVO;15456081399,870;3244374710,810;452842821,290;18247613289,390
1110;DEPÓSITOS EN INSTITUCIONES FINANCIERAS;15376759214,870;3227679710,810;452842821,290;18151596104,390
1132;EFECTIVO DE USO RESTRINGIDO;79322185,000;16695000,000;0,000;96017185,000
13;CUENTAS POR COBRAR;6312319398,020;3112776245,870;3001707736,870;6423387907,020
1305;IMPUESTOS, RETENCIÓN EN LA FUENTE Y ANTICIPOS DE IMPUESTOS;4278161881,550;1906231852,176;1857265437,176;4327128296,550
1311;CONTRIBUCIONES, TASAS E INGRESOS NO TRIBUTARIOS;807437,000;155136512,824;155136512,824;807437,000
1318;PRESTACIÓN DE SERVICIOS PÚBLICOS;146224927,400;7073287,000;7073287,000;146224927,400
1337;TRANSFERENCIAS POR COBRAR;1886586234,540;1041034593,870;982232499,870;1945388328,540
1384;OTRAS CUENTAS POR COBRAR;538918,000;3300000,000;0,000;3838918,000
1385;CUENTAS POR COBRAR DE DIFÍCIL RECAUDO;-0,470;0,000;0,000;-0,470
15;INVENTARIOS;0,000;28400000,000;0,000;28400000,000
1525;EN TRÁNSITO;0,000;28400000,000;0,000;28400000,000
16;PROPIEDADES, PLANTA Y EQUIPO;6340979277,000;0,000;0,000;6340979277,000
1605;TERRENOS;72121000,000;0,000;0,000;72121000,000
1615;CONSTRUCCIONES EN CURSO;2670578681,000;0,000;0,000;2670578681,000
1640;EDIFICACIONES;2149706048,000;0,000;0,000;2149706048,000
1645;PLANTAS, DUCTOS Y TÚNELES;1210394939,000;0,000;0,000;1210394939,000
1655;MAQUINARIA Y EQUIPO;5580000,000;0,000;0,000;5580000,000
1660;EQUIPO MÉDICO Y CIENTÍFICO;32700000,000;0,000;0,000;32700000,000
1665;MUEBLES, ENSERES Y EQUIPO DE OFICINA;237630997,000;0,000;0,000;237630997,000
1670;EQUIPOS DE COMUNICACIÓN Y COMPUTACIÓN;180001754,000;0,000;0,000;180001754,000
1675;EQUIPOS DE TRANSPORTE, TRACCIÓN Y ELEVACIÓN;170957294,000;0,000;0,000;170957294,000
1680;EQUIPOS DE COMEDOR, COCINA, DESPENSA Y HOTELERÍA;37362420,000;0,000;0,000;37362420,000
1681;BIENES DE ARTE Y CULTURA;47789800,000;0,000;0,000;47789800,000
1685;DEPRECIACIÓN ACUMULADA DE PROPIEDADES, PLANTA Y EQUIPO (CR);-473843656,000;0,000;0,000;-473843656,000
17;BIENES DE USO PÚBLICO E HISTÓRICOS Y CULTURALES;3722389797,000;0,000;0,000;3722389797,000
1710;BIENES DE USO PÚBLICO EN SERVICIO;3883628224,000;0,000;0,000;3883628224,000
1715;BIENES HISTÓRICOS Y CULTURALES;17243066,000;0,000;0,000;17243066,000
1785;DEPRECIACIÓN ACUMULADA DE BIENES DE USO PÚBLICO (CR);-170705382,000;0,000;0,000;-170705382,000
1786;DEPRECIACIÓN ACUMULADA DE RESTAURACIONES DE BIENES HISTÓRICOS Y CULTURALES (CR);-7776111,000;0,000;0,000;-7776111,000
19;OTROS ACTIVOS;8627919431,110;203165840,840;406331681,680;8424753590,270
1904;PLAN DE ACTIVOS PARA BENEFICIOS POSEMPLEO;8627919431,110;203165840,840;406331681,680;8424753590,270
2;PASIVOS;-10710417409,670;448631836,500;628611690,824;-10890397263,994
24;CUENTAS POR PAGAR;-6945530783,340;247156068,500;425216872,824;-7123591587,664
2401;ADQUISICIÓN DE BIENES Y SERVICIOS NACIONALES;-6060086031,000;178461102,500;188777347,000;-6070402275,500
2407;RECURSOS A FAVOR DE TERCEROS;-388982099,140;0,000;160950341,824;-549932440,964
2424;DESCUENTOS DE NÓMINA;-17996888,000;7027866,000;7777660,000;-18746682,000
2430;SUBSIDIOS ASIGNADOS;-112918577,200;0,000;0,000;-112918577,200
2436;RETENCIÓN EN LA FUENTE E IMPUESTO DE TIMBRE;-2067809,000;0,000;3944224,000;-6012033,000
2490;OTRAS CUENTAS POR PAGAR;-363479379,000;61667100,000;63767300,000;-365579579,000
25;BENEFICIOS A LOS EMPLEADOS;-1216042746,330;201475768,000;203394818,000;-1217961796,330
2511;BENEFICIOS A LOS EMPLEADOS A CORTO PLAZO;-152682625,330;201475768,000;203394818,000;-154601675,330
2514;BENEFICIOS POSEMPLEO - PENSIONES;-1063360121,000;0,000;0,000;-1063360121,000
27;PROVISIONES;-2143443000,000;0,000;0,000;-2143443000,000
2790;PROVISIONES DIVERSAS;-2143443000,000;0,000;0,000;-2143443000,000
29;OTROS PASIVOS;-405400880,000;0,000;0,000;-405400880,000
2902;RECURSOS RECIBIDOS EN ADMINISTRACIÓN;-400000000,000;0,000;0,000;-400000000,000
2917;RETENCIONES Y ANTICIPOS DE IMPUESTOS;-5400880,000;0,000;0,000;-5400880,000
3;PATRIMONIO;-29057567053,400;1716081,000;0,000;-29055850972,400
31;PATRIMONIO DE LAS ENTIDADES DE GOBIERNO;-29057567053,400;1716081,000;0,000;-29055850972,400
3105;CAPITAL FISCAL;-27849369506,530;1716081,000;0,000;-27847653425,530
3110;RESULTADO DEL EJERCICIO;-0,000;0,000;0,000;-0,000
3145;IMPACTOS POR LA TRANSICIÓN AL NUEVO MARCO DE REGULACIÓN;-1208197546,870;0,000;0,000;-1208197546,870
4;INGRESOS;-1084892057,470;13199601,000;2990550756,146;-4062243212,616
