CODIGO;CUENTA;SALDO ANTERIOR;DEBITO;CREDITO;SALDO FINAL
1;ACTIVOS;40459689303,000;6588716797,520;3860882239,840;43187523860,680
11;EFECTIVO Y EQUIVALENTES AL EFECTIVO;15456081399,870;3244374710,810;452842821,290;18247613289,390
13;CUENTAS POR COBRAR;6312319398,020;3112776245,870;3001707736,870;6423387907,020
15;INVENTARIOS;0,000;28400000,000;0,000;28400000,000
16;PROPIEDADES, PLANTA Y EQUIPO;6340979277,000;0,000;0,000;6340979277,000
17;BIENES DE USO PÚBLICO E HISTÓRICOS Y CULTURALES;3722389797,000;0,000;0,000;3722389797,000
19;OTROS ACTIVOS;8627919431,110;203165840,840;406331681,680;8424753590,270
2;PASIVOS;-10710417409,670;448631836,500;628611690,824;-10890397263,994
24;CUENTAS POR PAGAR;-6945530783,340;247156068,500;425216872,824;-7123591587,664
25;BENEFICIOS A LOS EMPLEADOS;-1216042746,330;201475768,000;203394818,000;-1217961796,330
27;PROVISIONES;-2143443000,000;0,000;0,000;-2143443000,000
29;OTROS PASIVOS;-405400880,000;0,000;0,000;-405400880,000
3;PATRIMONIO;-29057567053,400;1716081,000;0,000;-29055850972,400
31;PATRIMONIO DE LAS ENTIDADES DE GOBIERNO;-29057567053,400;1716081,000;0,000;-29055850972,400
4;INGRESOS;-1084892057,470;13199601,000;2990550756,146;-4062243212,616
41;INGRESOS FISCALES;-35596602,000;13199601,000;1933908937,176;-1956305938,176
43;VENTA DE SERVICIOS;-8929579,000;0,000;7073287,000;-16002866,000
44;TRANSFERENCIAS Y SUBVENCIONES;-1029589388,720;0,000;1041034593,870;-2070623982,590
48;OTROS INGRESOS;-10776487,750;0,000;8533938,100;-19310425,850
5;GASTOS;393187217,400;427780370,790;0,000;820967588,190
51;DE ADMINISTRACIÓN Y OPERACIÓN;153721780,430;273776171,000;0,000;427497951,430
55;GASTO PÚBLICO SOCIAL;239215596,000;153763878,000;0,000;392979474,000
58;OTROS GASTOS;249840,970;240321,790;0,000;490162,760
7;COSTOS DE TRANSFORMACIÓN;0,000;10200780,000;10200780,000;0,000
75;SERVICIOS PÚBLICOS;0,000;10200780,000;10200780,000;0,000
9;CUENTAS DE ORDEN ACREEDORAS;0,000;25220102,000;25220102,000;0,000
91;PASIVOS CONTINGENTES;4865855887,210;0,000;0,000;4865855887,210
93;ACREEDORAS DE CONTROL;-590120995,000;0,000;25220102,000;-615341097,000
99;ACREEDORAS POR CONTRA (DB);-4275734892,210;25220102,000;0,000;-4250514790,210
